id,model,question,true_answer,baseline_answer,rag_answer,difficulty,answer_type,context,f1_baseline_mbert,f1_rag_mbert,f1_baseline_xlm,f1_rag_xlm,f1_delta_mbert,f1_delta_xlm,script_mismatch_diagnostic_only
1,gemma,وادی ہنزہ کہاں واقع ہے؟,وادی ہنزہ پاکستان کے صوبے گلگت بلتستان میں واقع ہے۔,وادی ہنزہ  پاکستان کے شمالی میں واقع ہے۔,پاکستان کے صوبے گلگت بلتستان میں واقع ہے۔,easy,factual,"وادی ہنزہ پاکستان کے صوبے گلگت بلتستان میں واقع ایک خوبصورت پہاڑی وادی ہے۔ یہ کوہ قراقرم کے دامن میں دریائے ہنزہ کے کنارے پھیلی ہوئی ہے۔ ہنزہ اپنے شاندار پہاڑی مناظر، پھلوں کے باغات اور قدیم قلعوں کی وجہ سے مشہور ہے اور پاکستان کے مقبول ترین سیاحتی مقامات میں شمار ہوتی ہے

وادی ہنزہ دریائے ہنزہ کے ساتھ پھیلی ہوئی ہے۔ اس کی سرحدیں شمال مغرب میں اشکومن، جنوب مشرق میں شگر، شمال میں افغانستان کے واخان کوریڈور اور شمال مشرق میں چین کے سنکیانگ سے ملتی ہیں۔ یہ وادی ہسپر اور ہنزہ دریاؤں کے سنگم کے بعد نگر ویلی سے مل جاتی ہے۔ اس کی سطح سمندر سے بلندی تقریباً 2438 میٹر ہے۔ جغرافیائی طور پر اسے تین حصوں میں تقسیم کیا جاتا ہے: اپر ہنزہ (گوجال)، سنٹرل ہنزہ اور لوئر ہنزہ (شناکی)

وادی ہنزہ اسلام آباد سے تقریباً 600 سے 650 کلومیٹر کے فاصلے پر واقع ہے۔ سڑک کا سفر رکاوٹوں اور سڑک کے حالات کے مطابق 12 سے 16 گھنٹے تک لگتا ہے اور یہ سفر شاہراہ قراقرم کے ذریعے پہاڑوں، دریاؤں، سرنگوں اور چھوٹے قصبوں سے گزرتا ہے۔ اسلام آباد، لاہور اور راولپنڈی سے گلگت اور ہنزہ کے لیے روزانہ کئی بس سروسز چلتی ہیں جن میں فیصل موورز، سکائی ویز اور کوہستان ایکسپریس شامل ہیں۔ یہ بسیں مسافروں کو گلگت یا ہنزہ کے علی آباد میں اتارتی ہیں جہاں سے مقامی وین یا ٹیکسی کریم آباد تک لے جاتی ہے۔ متبادل طور پر اسلام آباد سے گلگت ایئرپورٹ تک پروازیں بھی دستیاب ہیں جہاں سے ہنزہ 2 سے 3 گھنٹے کی ڈرائیو پر ہے۔ پروازیں موسمی حالات پر منحصر ہیں اور تاخیر یا منسوخی کا شکار ہو سکتی ہیں۔",0.880973875522614,0.908486306667328,0.96037757396698,0.945995807647705,0.027512431144714022,-0.014381766319275013,False
9,gemma,ہنزہ کی مقدس چٹان اور وادی ہنزہ کی دیگر چٹانوں پر کون سے رسم الخط ملتے ہیں؟,وادی ہنزہ کی چٹانوں پر قدیم براہمی رسم الخط میں تحریریں موجود ہیں، جبکہ ہنزہ کی مقدس چٹان پر خاص طور پر خروشتی رسم الخط میں تحریریں پائی جاتی ہیں۔,حافظ بنو،  یہاں چٹانوں پر رسم الخط کا ذکر نہیں ہے.,اس چٹانوں پر قدیم براہمی رسم الخط  میں تحریریں ملتی ہیں۔,hard,multi-source,"ہنزہ کی مقدس چٹان پر گھڑ سواروں اور آئبیکس کی تصویریں (پیٹروگلفس) موجود ہیں اور اس پر خروشتی رسم الخط میں تحریریں بھی ہیں جن میں ساکا اور پہلوا حکمرانوں کے نام درج ہیں۔ اس چٹان پر کُشان دور کی تحریریں بھی موجود ہیں جو ہنزہ اور گلگت کے علاقوں پر ساکا اور کُشان کی بالادستی کو ظاہر کرتی ہیں

اسلام سے پہلے وادی ہنزہ میں بدھ مت اور کسی حد تک بون مذہب رائج تھے۔ اس علاقے میں بدھ مت کے آثار موجود ہیں جیسے ہنزہ کی مقدس چٹان۔ بعد میں زیادہ تر آبادی نے اسلام قبول کر لیا اور زیادہ تر لوگ اسماعیلی مسلک سے تعلق رکھتے ہیں۔ وادی ہنزہ میں قدیم براہمی رسم الخط میں چٹانوں پر تحریریں موجود ہیں جو بدھ راہبوں نے عبادت اور ثقافت کے اظہار کے لیے بنائیں

ضلع ہنزہ 11,695 مربع کلومیٹر کے رقبے پر محیط ایک سابقہ شاہی ریاست ہے۔ یہاں التیت اور بلتیت قلعے، تاریخی پولو گراؤنڈ، واچ ٹاورز اور مساجد جیسے ثقافتی ورثے موجود ہیں۔ گنیش میں مشہور ہلدیکش مقدس چٹانیں بھی اہم آثار قدیمہ میں شامل ہیں",0.726207137107849,0.830125331878662,0.89164525270462,0.926023364067078,0.10391819477081299,0.03437811136245794,False
11,gemma,وادی ہنزہ کی جغرافیائی سرحدیں اور اس کا محلِ وقوع اسے تاریخی تجارتی راستوں کے لیے کیوں اہم بناتا تھا؟,وادی ہنزہ کی سرحدیں اشکومن، شگر، واخان کوریڈور اور سنکیانگ سے ملتی ہیں۔ یہ وسطی ایشیا اور برصغیر کو ملانے والے تجارتی راستوں کے نیٹ ورک میں اہم تھی اور بدھ راہبوں کے لیے محفوظ راستہ بھی فراہم کرتی تھی۔,وادی ہنزہ کی جغرافیائی سرحدیں  پاکستان کے شمال میں واقع ہیں، وہ  کئی تاریخی تجارتی راستوں کے لیے اہم ہیں۔,وادی ہنزہ کوہ قراقرم کے دامن میں دریائے ہنزہ کے کنارے پھیلی ہوئی ہے۔,hard,multi-source,"وادی ہنزہ وسطی ایشیا اور برصغیر کو ملانے والے تجارتی راستوں کے نیٹ ورک میں اہم تھی۔ یہ بدھ راہبوں کے لیے محفوظ راستہ بھی فراہم کرتی تھی اور بدھ مت کے پھیلاؤ میں کردار ادا کرتی تھی۔ مورخ احمد حسن دانی کے مطابق ساکا (سکھی) لوگوں نے قراقرم راستے کے ذریعے ٹیکسلا پر حملہ کیا-

قراقرم ہائی وے کے قائم ہونے سے پہلے یہ گزرگاہیں پاکستان اور ہندوستان کو تاشقرغان سے ملانے والے کارواں کے روایتی راستوں کے طور پر استعمال ہوتی تھیں۔ یہ راستے تجارت اور سفر کے لیے تاریخی اہمیت کے حامل تھے

وادی ہنزہ پاکستان کے صوبے گلگت بلتستان میں واقع ایک خوبصورت پہاڑی وادی ہے۔ یہ کوہ قراقرم کے دامن میں دریائے ہنزہ کے کنارے پھیلی ہوئی ہے۔ ہنزہ اپنے شاندار پہاڑی مناظر، پھلوں کے باغات اور قدیم قلعوں کی وجہ سے مشہور ہے اور پاکستان کے مقبول ترین سیاحتی مقامات میں شمار ہوتی ہے",0.75621622800827,0.704525232315063,0.902299463748932,0.873764097690582,-0.05169099569320701,-0.028535366058349942,False
14,gemma,تجارتی لحاظ سے وادی ہنزہ کن دو خطوں کو ملاتی تھی؟,وادی ہنزہ وسطی ایشیا اور برصغیر کو ملانے والے تجارتی راستوں کے نیٹ ورک میں اہم تھی۔,وادی ہنزہ کے جنوب میں۔,وسطی ایشیا اور برصغیر,easy,factual,"وادی ہنزہ وسطی ایشیا اور برصغیر کو ملانے والے تجارتی راستوں کے نیٹ ورک میں اہم تھی۔ یہ بدھ راہبوں کے لیے محفوظ راستہ بھی فراہم کرتی تھی اور بدھ مت کے پھیلاؤ میں کردار ادا کرتی تھی۔ مورخ احمد حسن دانی کے مطابق ساکا (سکھی) لوگوں نے قراقرم راستے کے ذریعے ٹیکسلا پر حملہ کیا-

وادی ہنزہ دریائے ہنزہ کے ساتھ پھیلی ہوئی ہے۔ اس کی سرحدیں شمال مغرب میں اشکومن، جنوب مشرق میں شگر، شمال میں افغانستان کے واخان کوریڈور اور شمال مشرق میں چین کے سنکیانگ سے ملتی ہیں۔ یہ وادی ہسپر اور ہنزہ دریاؤں کے سنگم کے بعد نگر ویلی سے مل جاتی ہے۔ اس کی سطح سمندر سے بلندی تقریباً 2438 میٹر ہے۔ جغرافیائی طور پر اسے تین حصوں میں تقسیم کیا جاتا ہے: اپر ہنزہ (گوجال)، سنٹرل ہنزہ اور لوئر ہنزہ (شناکی)

وادی ہنزہ کی آب و ہوا اور بلندی مختلف پھلوں اور خشک میوہ جات کی کاشت کے لیے موزوں سمجھی جاتی ہے۔ یہاں بادام، اخروٹ، خوبانی، انگور اور مقامی قسم کے سفرجل پیدا کیے جاتے ہیں۔ مقامی دکانوں اور کریم آباد بازار میں یہ اشیا عام طور پر دستیاب ہوتی ہیں۔ ان میں سے بعض مصنوعات پاکستان کے دیگر شہروں تک بھی پہنچائی جاتی ہیں جس کے باعث مقامی منڈیوں میں ان کی قیمتیں نسبتاً مناسب رہتی ہیں۔",0.731851935386658,0.741341412067413,0.908646404743195,0.89636504650116,0.009489476680754949,-0.012281358242035023,False
33,gemma,عطا آباد جھیل پر جانے والے سیاح کیا کیا کر سکتے ہیں؟,عطا آباد جھیل پر سیاح بوٹنگ، جیٹ سکینگ اور فشینگ جیسی سرگرمیوں سے لطف اندوز ہو سکتے ہیں۔,"آپ عورتوں کے لیے مختلف سرگرمیوں کا انتخاب کر سکتے ہیں۔ 
 
  *  جنگلوں میں گھومنے کی کوشش کریں۔
  *  ایک چھوٹی چھوٹی چیمپیئن بنانے کے لیے ایک چھوٹا چیمپیئن بنانے کے لیے ایک چھوٹا چیمپیئن بنانے کے لیے ایک چھوٹا چیم",بوٹنگ، جیٹ سکینگ اور فشینگ جیسی سرگرمیاں دستیاب ہیں۔,medium,list-recall,"عطا آباد جھیل اپنے چمکدار نیلے پانی اور آبی کھیلوں کی وجہ سے سب سے مشہور سیاحتی مقام ہے۔ التیت اور بلتیت قلعے تاریخ سے محبت کرنے والوں کے لیے منفرد مقامات ہیں۔ ڈوئکر گاؤں طلوع اور غروب آفتاب دیکھنے کے لیے بہترین جگہ ہے۔ عطا آباد جھیل پر بوٹنگ، جیٹ سکینگ اور فشینگ جیسی سرگرمیاں دستیاب ہیں۔ وادی پاسو اور گلمٹ ویلی بھی اپنے دلکش مناظر کے لیے مشہور ہیں

عطاء آباد جھیل، جسے اٹہ آباد جھیل بھی کہا جاتا ہے، 2010 میں ہونے والے لینڈ سلائیڈ کے بعد وجود میں آئی۔ یہ جھیل ہنزہ کے قریب واقع ہے اور اس کے اطراف قراقرم کے بلند اور چٹانی پہاڑی مناظر پائے جاتے ہیں۔ جھیل کا نیلا پانی اس کی نمایاں خصوصیات میں شمار ہوتا ہے۔ دن کے وقت سیاح جھیل کا دورہ کر سکتے ہیں جبکہ کنارے پر مختصر کشتی کی سواریاں بھی دستیاب ہیں۔

عطاء آباد جھیل کے کنارے کئی کیمپنگ زونز موجود ہیں جہاں مقامی دکانداروں سے کیمپنگ کا سامان اور کشتیاں کرائے پر لی جا سکتی ہیں۔ بہترین تجربے کے لیے غروب آفتاب سے پہلے پہنچنا تجویز کیا جاتا ہے۔ اس علاقے میں موبائل نیٹ ورک کا سگنل کمزور ہے۔ جھیل کے قریب چھوٹے کیفے گرم کھانا فراہم کرتے ہیں۔",0.635871767997742,0.843328833580017,0.841664731502533,0.933747231960297,0.20745706558227495,0.092082500457764,False
39,gemma,درہ خنجراب سردیوں میں کیوں بند رہتا ہے؟,درہ خنجراب سردیوں میں سخت موسم کی وجہ سے بند رہتا ہے۔,دیر خنجراب سردیوں میں بند رہتا ہے کہ یہ ایک تاریخی مکان ہے جسے عمارت کے لیے استعمال کیا جاتا ہے۔,درہ خنجراب میں سردیوں میں سخت موسم کی وجہ سے بند رہتا ہے۔,easy,factual,"خنجراب نام مقامی وخی زبان کے دو الفاظ سے ماخوذ ہے جن کا مطلب خون کی وادی ہے۔ یہ نام اس علاقے کے مشکل خطوں اور تاریخ کی عکاسی کرتا ہے۔ درہ سردیوں میں سخت موسم کی وجہ سے بند رہتا ہے

خنجراب درہ پاک چین سرحد پر 16,000 فٹ سے کچھ زیادہ یعنی تقریباً 4,693 میٹر کی بلندی پر واقع ہے۔ درے تک جانے والی سڑک کے آخری حصے میں تیز موڑ ہیں اور سڑک کی سطح برفیلی ہو سکتی ہے۔ راستے میں ایک پولیس چیک پوسٹ موجود ہے۔ پارکنگ ایریا سے سرحدی دروازہ تقریباً 500 میٹر آگے ہے۔ یہ دروازہ ایک بڑا سوویت طرز کا چوکور پتھر کا ڈھانچہ ہے جو چین کے صوبے سنکیانگ کے داخلے کی نشاندہی کرتا ہے۔ درے پر درجہ حرارت منفی 25 ڈگری سیلسیس تک گر سکتا ہے۔

سوست تک پہنچنے کے لیے اسلام آباد سے گلگت پرواز کر کے شاہراہ قراقرم کے ذریعے سوست پہنچا جا سکتا ہے۔ چین کی جانب سے کاشغر یا ارومچی سے پرواز کر کے خنجراب پاس عبور کر کے بھی سوست پہنچا جا سکتا ہے۔ سردیوں میں شدید برف باری کی وجہ سے خنجراب پاس بند رہتا ہے",0.796437978744507,0.978013515472412,0.91273695230484,0.986171901226044,0.18157553672790505,0.07343494892120406,False
41,gemma,سوست قراقرم ہائی وے پر کس حیثیت سے جانا جاتا ہے؟,سوست قراقرم ہائی وے پر خنجراب پاس سے پہلے واقع آخری پاکستانی قصبہ ہے۔,اس مقام پر ایک اہم تاریخی اور ثقافتی مقام ہے۔,شاہراہ قراقرم پر واقع اہم ترین پاکستانی قصبہ,easy,factual,"سوست پاکستان کے گلگت بلتستان کے ضلع گوجال ہنزہ میں سطح سمندر سے 2,800 میٹر کی بلندی پر واقع ایک خوبصورت سیاحتی مقام ہے۔ یہ شاہراہ قراقرم پر گلگت شہر سے 184 کلومیٹر کے فاصلے پر واقع ہے۔ سوست قراقرم ہائی وے پر آخری پاکستانی قصبہ ہے جو خنجراب پاس سے پہلے واقع ہے

سوست تک پہنچنے کے لیے اسلام آباد سے گلگت پرواز کر کے شاہراہ قراقرم کے ذریعے سوست پہنچا جا سکتا ہے۔ چین کی جانب سے کاشغر یا ارومچی سے پرواز کر کے خنجراب پاس عبور کر کے بھی سوست پہنچا جا سکتا ہے۔ سردیوں میں شدید برف باری کی وجہ سے خنجراب پاس بند رہتا ہے

سوست، خنجراب درے کی جانب جانے والے مسافروں کے لیے ایک اہم پڑاؤ ہے جہاں لذیذ روایتی پاکستانی کھانے ملتے ہیں۔ جو لوگ گوشت پرہیز کرتے ہیں یا سبزیاں پسند کرتے ہیں، ان کے لیے یہاں راجما، پیلی اور کالی دال، اور آلو کا سالن دستیاب ہے۔ یہ کھانے عموماً گرما گرم روٹی، تازہ لال پیاز اور ہری مرچ کے ساتھ پیش کیے جاتے ہیں۔ قصبے میں موجود ایک بڑا پیٹرول اسٹیشن یہاں کی نمایاں نشانی ہے",0.658784508705139,0.791381359100342,0.856286823749542,0.906705796718597,0.13259685039520297,0.050418972969054954,False
48,gemma,درہ خنجراب کو 'گیٹ وے ٹو چائنا' کیوں کہا جاتا ہے اور اس کی جغرافیائی خصوصیت کیا ہے؟,"درہ خنجراب 4,693 میٹر کی بلندی پر واقع دنیا کی بلند ترین بین الاقوامی سرحدی گزرگاہوں میں سے ایک ہے جو پاکستان کے گلگت بلتستان کو چین کے سنکیانگ سے ملاتا ہے، اس لیے اسے 'گیٹ وے ٹو چائنا' کہا جاتا ہے۔",درہ خنجراب کو 'گیٹ وے ٹو چائنا' کہا جاتا ہے کیونکہ یہ ایک بڑا درہ ہے جو  پاکستان کے شمال میں واقع ہے۔,"این درہ پاکستان کے گلگت بلتستان کے ضلع ہنزہ کے گاؤں سوست میں واقع ہے۔ یہ  چین کے سنکیانگ سے ملاتا ہے اور اسے ""گیٹ وے ٹو چائنا"" کہا جاتا ہے۔ یہ درہ 4,693 میٹر کی بلندی پر واقع ہے۔",medium,list-recall,"درہ خنجراب پاکستان کے گلگت بلتستان کے ضلع ہنزہ کے گاؤں سوست میں واقع ہے۔ یہ 4,693 میٹر کی بلندی پر واقع دنیا کی بلند ترین بین الاقوامی سرحدی گزرگاہوں میں سے ایک ہے۔ یہ درہ پاکستان کے گلگت بلتستان کو چین کے سنکیانگ سے ملاتا ہے اور اسے ""گیٹ وے ٹو چائنا"" بھی کہا جاتا ہے

خنجراب نام مقامی وخی زبان کے دو الفاظ سے ماخوذ ہے جن کا مطلب خون کی وادی ہے۔ یہ نام اس علاقے کے مشکل خطوں اور تاریخ کی عکاسی کرتا ہے۔ درہ سردیوں میں سخت موسم کی وجہ سے بند رہتا ہے

خنجراب درہ پاک چین سرحد پر 16,000 فٹ سے کچھ زیادہ یعنی تقریباً 4,693 میٹر کی بلندی پر واقع ہے۔ درے تک جانے والی سڑک کے آخری حصے میں تیز موڑ ہیں اور سڑک کی سطح برفیلی ہو سکتی ہے۔ راستے میں ایک پولیس چیک پوسٹ موجود ہے۔ پارکنگ ایریا سے سرحدی دروازہ تقریباً 500 میٹر آگے ہے۔ یہ دروازہ ایک بڑا سوویت طرز کا چوکور پتھر کا ڈھانچہ ہے جو چین کے صوبے سنکیانگ کے داخلے کی نشاندہی کرتا ہے۔ درے پر درجہ حرارت منفی 25 ڈگری سیلسیس تک گر سکتا ہے۔",0.78097528219223,0.80029022693634,0.911417841911316,0.930416643619537,0.019314944744109996,0.01899880170822099,False
50,gemma,درہ خنجراب کے نام کا مطلب اور اس کی موسمی صورتحال اس علاقے کے بارے میں کیا بتاتے ہیں؟,خنجراب کا مطلب خون کی وادی ہے جو اس علاقے کے مشکل خطوں کی عکاسی کرتا ہے اور یہی سختی سردیوں میں درے کی بندش کی وجہ بھی بنتی ہے۔,"درہ خنجراب کا نام  ""خنجراب"" سے لیا گیا ہے، جو ""کٹھن"" اور ""راہ"" کے معنی ہیں۔ یہ علاقہ  پاکستان کے شمال مغربی علاقے میں واقع ہے۔ یہاں کی موسمی صورتحال گرم و خشک ہونے کی وجہ سے مشہور ہے۔","خون کی وادی 
درہ سردیوں میں سخت موسم کی وجہ سے بند رہتا ہے",medium,list-recall,"خنجراب نام مقامی وخی زبان کے دو الفاظ سے ماخوذ ہے جن کا مطلب خون کی وادی ہے۔ یہ نام اس علاقے کے مشکل خطوں اور تاریخ کی عکاسی کرتا ہے۔ درہ سردیوں میں سخت موسم کی وجہ سے بند رہتا ہے

خنجراب درے کی طرف سفر کرتے ہوئے بلندی میں اضافے کے ساتھ ہوا کا دباؤ اور آکسیجن کی مقدار کم ہو جاتی ہے۔ اس صورتِ حال میں مسافروں کو پانی مناسب مقدار میں پینے، آہستہ چلنے اور ہلکی غذا یا خشک میوہ جات استعمال کرنے کا مشورہ دیا جاتا ہے۔ مقامی روایت کے مطابق خوبانی بلندی سے متعلق چکر آنے کی کیفیت کم کرنے میں مددگار سمجھی جاتی ہے۔

درہ خنجراب پاکستان کے گلگت بلتستان کے ضلع ہنزہ کے گاؤں سوست میں واقع ہے۔ یہ 4,693 میٹر کی بلندی پر واقع دنیا کی بلند ترین بین الاقوامی سرحدی گزرگاہوں میں سے ایک ہے۔ یہ درہ پاکستان کے گلگت بلتستان کو چین کے سنکیانگ سے ملاتا ہے اور اسے ""گیٹ وے ٹو چائنا"" بھی کہا جاتا ہے",0.701639890670776,0.748483180999756,0.87231308221817,0.888614416122437,0.046843290328979936,0.016301333904266913,False
52,gemma,بوریت جھیل کے کنارے میر آف ہنزہ کے لیے بنایا گیا چھوٹا مکان آج کس نام سے جانا جاتا ہے؟,جھیل کے کنارے پہاڑی پر میر کے لیے بنایا گیا چھوٹا مکان آج بوریت لیک ہوٹل کے نام سے جانا جاتا ہے۔,مریم خان,بوریت لیک ہوٹل,easy,factual,"بوریت جھیل میر آف ہنزہ کے لیے سردیوں میں شکار کی مشہور جگہ تھی۔ جھیل کے کنارے ایک پہاڑی پر میر کے لیے چھوٹا مکان بنایا گیا تھا۔ آج یہ مکان بوریت لیک ہوٹل کے نام سے جانا جاتا ہے

بلتیت قلعہ 700 سال تک ہنزہ کے شاہی خاندان عیاشکتز کا گھر رہا۔ ہنزہ پہلے کنجوت کے نام سے جانی جاتی تھی اور یہ ایک آزاد ریاست تھی جس پر موروثی بادشاہ میر تھم حکومت کرتے تھے۔ 19ویں صدی میں یہ قلعہ گریٹ گیم کا حصہ بنا

بوریت جھیل پاکستان کے گلگت بلتستان کے ضلع ہنزہ میں واقع ہے۔ یہ بالائی ہنزہ میں گوجال کے علاقے غلکین کے قریب حسینی کے شمال مغرب میں واقع ہے۔ جھیل کی سطح سمندر سے اونچائی تقریباً 2,600 میٹر ہے",0.62220174074173,0.702835440635681,0.787581145763397,0.861660718917847,0.08063369989395108,0.07407957315445002,False
